ID,Title,Rating,ReleaseDate,Writers,Directors,Genre,Revenue,Runtime
236.0,Ouija,PG-13,10/23/2014 0:00,"Juliet Snowden, Stiles White, Simon Kinberg","McG, Stiles White","Action & Adventure, Horror, Mystery & Suspense","$102,529,779.00 ",83 minutes
237.0,The Angriest Man in Brooklyn,R,5/22/2014 0:00,"Daniel Taplitz, Assi Dayan",Phil Alden Robinson,"Comedy, Drama",-,87 minutes
238.0,Carol,R,11/19/2015 0:00,Phyllis Nagy,Todd Haynes,"Drama, Romance","$40,272,135.00 ",118 minutes
239.0,The Tall Man,R,8/30/2012 0:00,Pascal Laugier,Pascal Laugier,"Horror, Mystery & Suspense",-,100 minutes
240.0,Hara-Kiri: Death of a Samurai,Theatrical,7/19/2012 0:00,"Yasuhiko Takiguchi, Kikumi Yamagishi","Takashi Miike, Kikumi Yamagishi","Action & Adventure, Art House & International, Drama","$60,201.00 ",126 minutes
241.0,Chef,R,5/8/2014 0:00,Jon Favreau,Jon Favreau,Comedy,"$45,967,935.00 ",115 minutes
242.0,The Turin Horse,Theatrical,2/9/2012 0:00,"B√©la Tarr, L√°szl√≥ Krasznahorkai, Bela Tarr","B√©la Tarr, Bela Tarr, √?gnes Hranitzky","Art House & International, Drama","$53,690.00 ",146 minutes
243.0,Kung Fu Panda 3,PG,1/28/2016 0:00,"Jonathan Aibel, Glenn Berger","Jennifer Yuh, Alessandro Carloni, Jennifer Yuh Nelson",Animation,"$519,881,355.00 ",94 minutes
244.0,Doomsday,R,12/18/2015 0:00,"Neil Johnson, Neil Marshall","Neil Johnson, Neil Marshall","Action & Adventure, Science Fiction & Fantasy","$22,211,426.00 ",94 minutes
245.0,Restitution,R,10/27/2011 0:00,"Mark Bierlein, Lance Kawas","Lance K. R. Kawas, Lance Kawas","Action & Adventure, Mystery & Suspense",-,101 minutes
246.0,X-Men: Days of Future Past,PG-13,5/22/2014 0:00,"Matthew Vaughn, Simon Kinberg, Jane Goldman",Bryan Singer,"Action & Adventure, Science Fiction & Fantasy","$746,000,000.00 ",131 minutes
247.0,Pride,R,9/25/2014 0:00,Stephen Beresford,Matthew Warchus,"Comedy, Drama","$7,523,634.00 ",120 minutes
248.0,Beyond the Lights,PG-13,11/13/2014 0:00,Gina Prince-Bythewood,Gina Prince-Bythewood,Drama,"$14,617,945.00 ",102 minutes
249.0,Unfriended,R,4/16/2015 0:00,Nelson Greaves,Levan Gabriadze,"Horror, Mystery & Suspense","$62,882,090.00 ",82 minutes
250.0,12 Rounds 3: Lockdown,R,9/10/2015 0:00,"Nathan Brookes, Bobby Lee Darby",Stephen Reynolds,Action & Adventure,-,90 minutes
251.0,"As Above, So Below",R,8/28/2014 0:00,"Drew Dowdle, John Erick Dowdle",John Erick Dowdle,"Documentary, Mystery & Suspense, Special Interest","$40,100,000.00 ",93 minutes
252.0,Battle of the Year,PG-13,9/19/2013 0:00,"Brin Hill, Chris Parker",Benson Lee,"Drama, Musical & Performing Arts, Special Interest","$8,888,355.00 ",109 minutes
253.0,The Hunt,R,7/11/2013 0:00,"Thomas Vinterberg, Tobias Lindholm",Thomas Vinterberg,Drama,"$610,968.00 ",111 minutes
254.0,Scouts Guide to the Zombie Apocalypse,R,10/29/2015 0:00,"Christopher Landon, Carrie Evans, Carrie Lee Wilson, Lona Williams, Emi Mochizuki, Christopher B. Landon","Christopher Landon, Christopher B. Landon","Comedy, Horror","$14,860,766.00 ",93 minutes
255.0,Much Ado About Nothing,PG-13,6/6/2013 0:00,Joss Whedon,Joss Whedon,Comedy,"$4,200,000.00 ",108 minutes
256.0,Maleficent,PG,5/29/2014 0:00,Linda Woolverton,Robert Stromberg,Science Fiction & Fantasy,"$758,410,378.00 ",97 minutes
257.0,Starred Up,Premiere,8/26/2014 0:00,Jonathan Asser,David Mackenzie,Drama,"$54,915.00 ",106 minutes
258.0,Abraham Lincoln: Vampire Hunter,R,6/21/2012 0:00,"Simon Kinberg, Seth Grahame-Smith",Timur Bekmambetov,"Action & Adventure, Horror, Mystery & Suspense, Science Fiction & Fantasy","$37,300,000.00 ",105 minutes
259.0,Jobs,PG-13,8/15/2013 0:00,Matt Whiteley,Joshua Michael Stern,Drama,"$16,117,443.00 ",129 minutes
260.0,Don Jon,R,9/26/2013 0:00,Joseph Gordon-Levitt,Joseph Gordon-Levitt,"Comedy, Drama",-,90 minutes
261.0,A.C.O.D.,R,10/3/2013 0:00,"Ben Karlin, Stuart Zicherman, Stu Zicherman","Stuart Zicherman, Stu Zicherman",Comedy,"$175,705.00 ",87 minutes
262.0,Dying of the Light,R,12/4/2014 0:00,Paul Schrader,Paul Schrader,"Drama, Mystery & Suspense",-,93 minutes
263.0,Ender's Game,PG-13,10/31/2013 0:00,Gavin Hood,Gavin Hood,"Action & Adventure, Science Fiction & Fantasy","$61,656,849.00 ",113 minutes
264.0,ARQ,Digital,9/16/2016 0:00,Tony Elliott,Tony Elliott,"Drama, Mystery & Suspense, Science Fiction & Fantasy",-,88 minutes
265.0,Lawless,R,8/28/2012 0:00,Nick Cave,John Hillcoat,Drama,"$36,300,000.00 ",115 minutes
266.0,Seventh Son,PG-13,2/5/2015 0:00,"Matt Greenberg, Aaron Guzikowski, Charles Leavitt, Max Borenstein","Sergey Bodrov, Sergei Bodrov","Drama, Science Fiction & Fantasy","$114,178,613.00 ",102 minutes
267.0,Zookeeper,PG,7/7/2011 0:00,"David Ronn, Kevin James, Jay Scherick, Nick Bakay, Rock Reuben",Frank Coraci,"Comedy, Romance","$80,360,866.00 ",101 minutes
268.0,Danny Collins,R,4/9/2015 0:00,Dan Fogelman,Dan Fogelman,"Comedy, Drama, Musical & Performing Arts","$10,835,752.00 ",106 minutes
269.0,The Incredible Burt Wonderstone,PG-13,3/14/2013 0:00,"Jonathan Goldstein, Tyler Mitchell, John Francis Daley, Chad Kultgen, Jonathan M. Goldstein, Jason Reitman",Don Scardino,Comedy,"$22,525,921.00 ",100 minutes
270.0,Barbie: The Pearl Princess,G,1/31/2014 0:00,"Cydne Clark, Steve Granat","Terry Klassen, Ezekiel Norton",Animation,-,74 minutes
271.0,Life,R,12/3/2015 0:00,Luke Davies,Anton Corbijn,Drama,-,112 minutes
272.0,Star Trek Into Darkness,PG-13,5/15/2013 0:00,"Alex Kurtzman, Damon Lindelof, Roberto Orci",J.J. Abrams,Science Fiction & Fantasy,"$228,756,232.00 ",131 minutes
273.0,Beyond the Mask,PG,4/5/2015 0:00,"Paul McCusker, Brennan Smith, Stephen Kendrick",Chad Burns,"Action & Adventure, Drama","$1,231,025.00 ",103 minutes
274.0,Breathe In,R,3/27/2014 0:00,"Ben York Jones, Drake Doremus",Drake Doremus,"Drama, Romance","$15,000.00 ",97 minutes
275.0,Shaun the Sheep Movie,PG,8/4/2015 0:00,"Richard Starzack, Richard Starzak, Mark Burton","Richard Starzack, Richard Starzak, Mark Burton","Animation, Comedy","$59,700,000.00 ",84 minutes
276.0,Paranoia,PG-13,8/15/2013 0:00,"Barry L. Levy, Jason Dean Hall, Barry Levy",Robert Luketic,"Drama, Mystery & Suspense","$13,785,015.00 ",106 minutes
277.0,The Revenant,R,12/24/2015 0:00,"Alejandro Gonz√°lez I√±√°rritu, Mark L. Smith",Alejandro Gonz√°lez I√±√°rritu,"Action & Adventure, Drama","$532,925,985.00 ",156 minutes
278.0,Wreck-It Ralph,PG,11/1/2012 0:00,"Rich Moore, Phil Johnston, Jennifer Lee",Rich Moore,"Animation, Comedy, Kids & Family","$189,412,677.00 ",92 minutes
279.0,Cold Comes the Night,R,1/9/2014 0:00,"Nick Simon (II), Oz Perkins, Nick Simon, Tze Chun",Tze Chun,"Drama, Mystery & Suspense","$16,971.00 ",91 minutes
280.0,About Last Night,R,2/13/2014 0:00,"Leslye Headland, David Mamet",Steve Pink,"Comedy, Romance","$49,002,684.00 ",100 minutes
281.0,The Dinosaur Project,PG-13,8/9/2012 0:00,"Jay Basu, Sid Bennett",Sid Bennett,"Action & Adventure, Science Fiction & Fantasy",-,83 minutes
282.0,Fathers and Daughters,R,7/7/2016 0:00,Brad Desch,Gabriele Muccino,"Art House & International, Drama",-,116 minutes
283.0,5 Flights Up,PG-13,5/7/2015 0:00,Charlie Peters,Richard Loncraine,Drama,"$1,020,921.00 ",92 minutes
284.0,Piranha 3DD,R,5/31/2012 0:00,"Joel Soisson, Marcus Dunstan, Patrick Melton",John Gulager,"Action & Adventure, Comedy, Horror, Science Fiction & Fantasy","$370,904.00 ",83 minutes
285.0,Good Kill,R,5/14/2015 0:00,Andrew Niccol,Andrew Niccol,Mystery & Suspense,"$316,472.00 ",103 minutes
286.0,Baggage Claim,PG-13,9/26/2013 0:00,David E. Talbert,David E. Talbert,Comedy,"$22,456,509.00 ",96 minutes
287.0,"Men, Women & Children",R,9/30/2014 0:00,"Jason Reitman, Erin Cressida Wilson",Jason Reitman,"Comedy, Drama","$461,162.00 ",119 minutes
288.0,In the Fog,Theatrical,6/13/2013 0:00,"Sergey Loznitsa, Sergei Loznitsa","Sergey Loznitsa, Sergei Loznitsa","Art House & International, Drama",-,127 minutes
289.0,The Woman in the Fifth,R,6/14/2012 0:00,"Pavel Pavlikovskiy, Pawel Pawlikowski, Douglas Kennedy, Pawe≈? Pawlikowski","Pavel Pavlikovskiy, Pawel Pawlikowski, Pawe≈? Pawlikowski",Mystery & Suspense,"$112,498.00 ",83 minutes
290.0,Maze Runner: The Scorch Trials,PG-13,9/17/2015 0:00,T.S. Nowlin,Wes Ball,Action & Adventure,"$311,256,926.00 ",120 minutes
291.0,The Help,PG-13,8/9/2011 0:00,Tate Taylor,Tate Taylor,Drama,"$169,705,587.00 ",137 minutes
292.0,African Cats,G,4/21/2011 0:00,"Keith Scholey, John Truby","Keith Scholey, Alastair Fothergill","Action & Adventure, Documentary, Special Interest","$15,415,270.00 ",89 minutes
293.0,Battle Royale,R,12/31/1999 0:00,"Kenta Fukasaku, Koushun Takami",Kinji Fukasaku,"Action & Adventure, Art House & International, Drama, Mystery & Suspense",-,114 minutes
294.0,Oldboy,R,11/26/2013 0:00,Mark Protosevich,Spike Lee,"Action & Adventure, Drama, Mystery & Suspense","$4,861,022.00 ",104 minutes
295.0,Survivor,PG-13,5/28/2015 0:00,Philip Shelby,James McTeigue,"Action & Adventure, Mystery & Suspense",-,96 minutes
296.0,John Wick,R,10/23/2014 0:00,"Joel Zadak, Derek Kolstad","Chad Stahelski, David Leitch",Action & Adventure,"$78,739,897.00 ",96 minutes
297.0,About Cherry,R,9/20/2012 0:00,"Stephen Elliott, Lorelei Lee",Stephen Elliott,Drama,"$3,003.00 ",102 minutes
298.0,Holidays,Premiere,4/21/2016 0:00,"Gary Shore, Kevin Smith, Scott Stewart, Nicholas McCarthy, Anthony Scott Burns, Kevin Kolsch, Sarah Adina Smith, Dennis Widmyer","Gary Shore, Kevin Smith, Scott Stewart, Nicholas McCarthy, Anthony Scott Burns, Adam Egypt Mortimer, Kevin Kolsch, Sarah Adina Smith, Dennis Widmyer, Matt Johnson",Comedy,-,104 minutes
299.0,Wild,R,12/2/2014 0:00,Nick Hornby,Jean-Marc Vall√©e,Drama,"$52,501,541.00 ",115 minutes
300.0,Erased,R,5/16/2013 0:00,Arash Amel,Philipp St√∂lzl,"Action & Adventure, Mystery & Suspense",-,104 minutes
301.0,Lady and the Tramp,G,6/21/1955 0:00,"Joe Rinaldi, Erdman Penner, Don DaGradi, Ralph Wright, Ward Greene","Clyde Geronimi, Wilfred Jackson, Hamilton Luske","Animation, Drama, Kids & Family","$93,600,000.00 ",76 minutes
302.0,Race,PG-13,2/18/2016 0:00,"Anna Waterhouse, Joe Shrapnel",Stephen Hopkins,Drama,"$24,804,129.00 ",90 minutes
303.0,Goosebumps,PG,10/15/2015 0:00,Darren Lemke,Rob Letterman,"Horror, Kids & Family, Mystery & Suspense","$150,170,815.00 ",103 minutes
304.0,No Escape,R,8/25/2015 0:00,"Drew Dowdle, John Erick Dowdle",John Erick Dowdle,Mystery & Suspense,"$27,274,112.00 ",101 minutes
305.0,Love and Honor,PG-13,3/21/2013 0:00,"Jim Burnstein, Garrett K. Schiff",Danny Mooney,"Drama, Romance",-,92 minutes
306.0,The Campaign,R,8/9/2012 0:00,"Adam McKay, Shane Harwell, Shawn Harwell, Chris Henchy",Jay Roach,Comedy,"$86,897,182.00 ",86 minutes
307.0,21 Jump Street,R,3/15/2012 0:00,"Michael Bacall, Patrick Hasburgh, Jonah Hill, Stephen J. Cannell","Chris Miller, Christopher Miller, Phil Lord","Action & Adventure, Comedy","$134,000,000.00 ",109 minutes
308.0,Remember,R,3/10/2016 0:00,Benjamin August,Atom Egoyan,"Art House & International, Drama, Mystery & Suspense","$1,986,615.00 ",95 minutes
309.0,Good People,R,9/25/2014 0:00,Kelly Masterson,Henrik Ruben Genz,"Drama, Mystery & Suspense",-,90 minutes
310.0,About Time,R,10/31/2013 0:00,Richard Curtis,Richard Curtis,"Comedy, Drama, Science Fiction & Fantasy","$87,100,449.00 ",123 minutes
311.0,The Hundred-Foot Journey,PG,8/7/2014 0:00,"Richard C. Morais, Steven Knight, John Swetnam","Steven Quale, Lasse Hallstrom, Lasse Hallstr√∂m",Drama,"$88,880,821.00 ",122 minutes
312.0,The Counselor,R,10/24/2013 0:00,Cormac McCarthy,Ridley Scott,Mystery & Suspense,"$71,009,334.00 ",117 minutes
313.0,Fury,R,10/16/2014 0:00,David Ayer,David Ayer,"Action & Adventure, Drama","$211,817,906.00 ",135 minutes
314.0,Enough Said,PG-13,9/17/2013 0:00,Nicole Holofcener,Nicole Holofcener,"Comedy, Drama, Romance","$25,288,872.00 ",93 minutes
315.0,Finding Nemo,G,5/29/2003 0:00,"David Reynolds, Andrew Stanton, Bob Peterson","Andrew Stanton, Lee Unkrich","Animation, Comedy, Kids & Family","$380,529,370.00 ",100 minutes
316.0,Suddenly,Theatrical,9/16/2013 0:00,Raul Inglis,Uwe Boll,"Action & Adventure, Drama, Mystery & Suspense",-,90 minutes
317.0,Step Up Revolution,PG-13,7/26/2012 0:00,"Cho Youngchan, Jenny Mayer, Amanda Brody",Scott Speer,"Drama, Musical & Performing Arts, Romance","$35,057,332.00 ",98 minutes
318.0,Woman in Gold,PG-13,3/31/2015 0:00,Alexi Kaye Campbell,Simon Curtis,Drama,"$61,619,773.00 ",110 minutes
319.0,Straight Outta Compton,R,8/13/2015 0:00,"Andrea Berloff, Jonathan Herman",F. Gary Gray,"Drama, Musical & Performing Arts","$201,634,991.00 ",147 minutes
320.0,Criminal Activities,R,11/19/2015 0:00,Robert Lowell,Jackie Earle Haley,Drama,-,94 minutes
321.0,Boulevard,R,7/9/2015 0:00,Douglas Soesbe,Dito Montiel,"Drama, Special Interest","$126,150.00 ",88 minutes
322.0,The Decoy Bride,PG,3/8/2012 0:00,"Sally Phillips, Neil Jaworski",Sheree Folkson,"Art House & International, Comedy, Drama, Romance",$542.00 ,89 minutes
323.0,Tusk,R,9/18/2014 0:00,Kevin Smith,Kevin Smith,Horror,"$1,826,705.00 ",102 minutes
324.0,Extraction,R,12/17/2015 0:00,"Umair Aleem, Max Adams",Steven C. Miller,Mystery & Suspense,"$16,775.00 ",96 minutes
325.0,Spy,R,6/4/2015 0:00,Paul Feig,Paul Feig,Comedy,"$235,666,219.00 ",117 minutes
326.0,The Man from U.N.C.L.E.,PG-13,8/13/2015 0:00,"Lionel Wigram, Guy Ritchie",Guy Ritchie,"Action & Adventure, Comedy, Mystery & Suspense","$108,145,109.00 ",116 minutes
327.0,I Spit on Your Grave 2,R,9/19/2013 0:00,"Neil Elman, Thomas Fenton, Thomas H. Fenton",Steven R. Monroe,"Horror, Mystery & Suspense",$441.00 ,106 minutes
328.0,Risen,PG-13,2/18/2016 0:00,"Kevin Reynolds, Paul Aiello",Kevin Reynolds,"Action & Adventure, Drama","$46,069,568.00 ",107 minutes
329.0,Urge,R,6/2/2016 0:00,"Guy Busick, Jason Zumwalt, Jerry Stahl, Aaron Kaufman",Aaron Kaufman,Mystery & Suspense,-,89 minutes
330.0,Captain Phillips,PG-13,10/10/2013 0:00,Billy Ray,Paul Greengrass,Drama,"$107,100,855.00 ",134 minutes
331.0,American Ultra,R,8/20/2015 0:00,Max Landis,Nima Nourizadeh,"Action & Adventure, Comedy",-,99 minutes
332.0,Cars 2,G,6/23/2011 0:00,"Dan Fogelman, Ben Queen, John Lasseter","Brad Lewis, John Lasseter","Action & Adventure, Animation, Comedy, Kids & Family","$191,450,875.00 ",112 minutes
333.0,The Confirmation,PG-13,3/17/2016 0:00,Bob Nelson,Bob Nelson,Comedy,-,90 minutes
334.0,To Rome with Love,R,6/21/2012 0:00,Woody Allen,Woody Allen,Comedy,"$16,500,000.00 ",112 minutes
335.0,Birdman,R,10/16/2014 0:00,"Jr., Nicol√°s Giacobone, Alejandro Gonz√°lez I√±√°rritu, Alexander Dinelaris, Armando Bo",Alejandro Gonz√°lez I√±√°rritu,"Comedy, Drama","$103,215,094.00 ",119 minutes
336.0,Annie,PG,12/18/2014 0:00,"Aline Brosh McKenna, Thomas Meehan, Will Gluck, Emma Thompson",Will Gluck,"Drama, Kids & Family, Musical & Performing Arts","$133,821,816.00 ",118 minutes
337.0,And So It Goes,PG-13,7/24/2014 0:00,Mark Andrus,Rob Reiner,"Comedy, Drama, Romance","$25,312,387.00 ",94 minutes
338.0,Teenage Mutant Ninja Turtles,PG-13,8/7/2014 0:00,"Andr√© Nemec, Evan Daugherty, Josh Appelbaum",Jonathan Liebesman,"Action & Adventure, Science Fiction & Fantasy","$477,200,000.00 ",101 minutes
339.0,Sniper: Special Ops,R,4/3/2016 0:00,Fred Olen Ray,Fred Olen Ray,"Action,War",-,84 minutes
340.0,Barbershop: The Next Cut,PG-13,4/14/2016 0:00,"Tracy Oliver, Kenya Barris",Malcolm D. Lee,Comedy,"$54,014,580.00 ",112 minutes
341.0,Begin Again,R,6/26/2014 0:00,John Carney,John Carney,"Comedy, Drama, Musical & Performing Arts","$63,464,861.00 ",101 minutes
342.0,Jinn,PG-13,4/3/2014 0:00,Ajmal Zaheer Ahmad,Ajmal Zaheer Ahmad,"Horror, Mystery & Suspense, Science Fiction & Fantasy","$149,337.00 ",97 minutes
343.0,Moneyball,PG-13,9/22/2011 0:00,"Aaron Sorkin, Steven Zaillian",Bennett Miller,Drama,"$75,605,492.00 ",133 minutes
344.0,Rock of Ages,PG-13,6/14/2012 0:00,"Justin Theroux, Allan Loeb, Chris D'Arienzo",Adam Shankman,"Drama, Musical & Performing Arts","$38,509,342.00 ",123 minutes
345.0,47 Ronin,PG-13,12/24/2013 0:00,"Hossein Amini, Chris Morgan","Carl Erik Rinsch, Carl Rinsch","Action & Adventure, Drama, Science Fiction & Fantasy","$150,962,475.00 ",127 minutes
346.0,The Lunchbox,PG,2/27/2014 0:00,Ritesh Batra,Ritesh Batra,"Drama, Romance","$4,231,500.00 ",104 minutes
347.0,Big Game,PG-13,6/25/2015 0:00,"Petri Jokiranta, Jalmari Helander",Jalmari Helander,Action & Adventure,"$7,500,000.00 ",90 minutes
348.0,High-Rise,R,5/12/2016 0:00,Amy Jump,Ben Wheatley,"Action & Adventure, Art House & International, Drama, Science Fiction & Fantasy","$343,139.00 ",112 minutes
349.0,Tarzan,PG,5/8/2014 0:00,"Jessica Postigo Paquette, Jessica Postigo, Yoni Brenner, Edgar Rice Burroughs, Reinhard Klooss",Reinhard Klooss,"Animation, Art House & International, Kids & Family",-,94 minutes
350.0,The Dark Knight Rises,PG-13,7/19/2012 0:00,"Bob Kane, Christopher Nolan, Jonathan Nolan",Christopher Nolan,"Action & Adventure, Drama, Mystery & Suspense","$448,130,642.00 ",165 minutes
